bins	total_length	num_contigs	N50	GC_content	percent_completion	percent_redundancy
Bin_27	2677266	22	192871	48.82745924348994	64.78873239436619	4.225352112676056
Bin_28_1	2932041	2	1687622	46.5988668490558	85.91549295774648	19.718309859154928
Bin_28_2	3111016	2	3094815	41.95350079113513	100.0	4.225352112676056
Bin_28_3	3931845	9	767735	50.705551684128295	97.1830985915493	2.816901408450704
Bin_29	1087056	20	91002	39.458253530493195	0.0	0.0
Bin_2_2	1157221	6	322623	29.271484469173785	64.78873239436619	14.084507042253522
Bin_3	1014407	15	80177	48.37467091880312	46.478873239436616	7.042253521126761
Bin_30	27425	2	22958	33.9509969958476	0.0	0.0
Bin_31	14257	1	14257	55.44644735919198	0.0	0.0
Bin_32	400886	5	212560	43.45567252156137	32.394366197183096	5.633802816901408
Bin_33_1	3583507	25	218476	49.21255096985054	90.14084507042253	5.633802816901408
Bin_34	1725389	23	148163	51.077828698394725	52.11267605633803	8.450704225352112
Bin_35_1	1085899	11	162552	31.921761058827826	74.64788732394366	15.492957746478874
Bin_35_5	1939806	13	187721	33.95756129329094	76.05633802816901	21.12676056338028
Bin_36	5143495	65	132597	45.21171531064898	46.478873239436616	7.042253521126761
Bin_37_1	1362513	14	187176	49.54288725705823	64.78873239436619	7.042253521126761
Bin_38_1	2054183	2	2044344	34.45524537352995	94.36619718309859	1.408450704225352
Bin_38_2	1703226	3	1315044	39.16449027680397	90.14084507042253	4.225352112676056
Bin_39	3481715	56	95754	47.38282013897223	40.84507042253521	18.309859154929576
Bin_4	2268029	25	106509	31.800899370988382	67.6056338028169	7.042253521126761
Bin_40	87784	3	71980	53.59265188391353	0.0	0.0
Bin_41	1940913	51	65666	46.968183677710876	0.0	0.0
Bin_43	2484431	10	546766	53.47586810033812	64.78873239436619	15.492957746478874
Bin_44	1558407	49	65478	61.826329243913214	35.2112676056338	8.450704225352112
Bin_45	57035	6	11474	40.96024423309241	0.0	0.0
Bin_46_1	3348210	1	3348210	46.97398958055491	98.59154929577464	8.450704225352112
Bin_47	1246271	22	90287	53.63530657725587	52.11267605633803	7.042253521126761
Bin_48	779014	16	63167	34.234721540976665	0.0	0.0
Bin_49	161135	3	56995	42.72413177347318	0.0	0.0
Bin_50	90620	4	19472	50.48075063732356	0.0	0.0
Bin_51	22196	1	22196	53.93764642277888	0.0	0.0
Bin_52	10394	1	10394	44.87204156243987	0.0	0.0
Bin_54	2325150	32	100340	33.359691072740674	71.83098591549296	22.535211267605632
Bin_55	16488	1	16488	57.126394953905866	0.0	0.0
Bin_56_1	3247146	3	2195262	48.70778970830919	94.36619718309859	4.225352112676056
Bin_56_13	3280089	11	335523	50.320170180579346	50.70422535211268	5.633802816901408
Bin_56_2	2901663	3	1070919	49.64442214344352	98.59154929577464	8.450704225352112
Bin_56_3	3193827	1	3193827	53.429879534718694	97.1830985915493	5.633802816901408
Bin_56_4	2812981	1	2812981	54.90813579550726	94.36619718309859	4.225352112676056
Bin_56_5	2825334	5	999569	50.74833071423698	63.38028169014085	8.450704225352112
Bin_56_6	1954361	8	379572	52.24611742968357	73.2394366197183	7.042253521126761
Bin_56_7	1822832	2	1081676	54.3028183669689	80.28169014084507	5.633802816901408
Bin_56_8	1387607	3	536306	56.7814818458504	64.78873239436619	16.901408450704224
Bin_56_9	3085180	2	3080763	51.00795228898652	91.54929577464789	15.492957746478874
Bin_57_1	2974651	5	1702597	54.30492685520869	98.59154929577464	5.633802816901408
Bin_57_10	3555026	8	716190	47.42996411365591	91.54929577464789	15.492957746478874
Bin_57_11	3046807	12	490949	52.47626884406874	76.05633802816901	7.042253521126761
Bin_57_12	3051605	10	555154	52.250144117183886	94.36619718309859	11.267605633802816
Bin_57_13	2728402	3	1527057	51.342438520939695	98.59154929577464	2.816901408450704
Bin_57_14	2858115	79	69312	49.84792545337147	57.74647887323944	11.267605633802816
Bin_57_15	3053106	5	1568973	53.036724760466036	92.95774647887323	9.859154929577464
Bin_57_17	2526107	9	563295	49.056051060552285	85.91549295774648	15.492957746478874
Bin_57_18	3092077	8	729886	53.92967535068026	92.95774647887323	16.901408450704224
Bin_57_19	2964299	24	177925	45.12760479633365	52.11267605633803	11.267605633802816
Bin_57_2	3462837	9	2057945	50.69829758008214	90.14084507042253	4.225352112676056
Bin_57_20	2477636	21	236549	48.54975980064864	81.69014084507042	18.309859154929576
Bin_57_21	2428458	6	744110	53.93944268113257	91.54929577464789	11.267605633802816
Bin_57_22	1959391	27	75069	48.29458100865553	63.38028169014085	11.267605633802816
Bin_57_23	2180044	14	223856	54.487107448104766	76.05633802816901	18.309859154929576
Bin_57_25	1527344	14	147617	55.107126784245	49.29577464788732	5.633802816901408
Bin_57_3	3196143	11	832027	52.87787921509876	97.1830985915493	5.633802816901408
Bin_57_4	2773537	8	552903	50.36671536780021	95.77464788732394	5.633802816901408
Bin_57_5	3182207	6	694001	52.69806318356757	94.36619718309859	8.450704225352112
Bin_57_6	3014420	6	772151	53.1000347536027	83.09859154929578	19.718309859154928
Bin_57_7	2265254	11	338801	56.825211468571894	91.54929577464789	5.633802816901408
Bin_57_8	3649055	15	2444096	51.07705449195845	85.91549295774648	7.042253521126761
Bin_57_9	2591158	5	1486530	49.676404759615316	97.1830985915493	7.042253521126761
Bin_58_1	2570584	3	907616	42.012818042978786	84.50704225352112	5.633802816901408
Bin_59	1103775	10	117545	30.900897469872195	0.0	0.0
Bin_5_1	3835534	14	762638	46.061039467840494	95.77464788732394	21.12676056338028
Bin_6	1266286	29	70134	53.651967895646365	35.2112676056338	9.859154929577464
Bin_60_1	4178626	4	2114324	40.06797873593274	100.0	8.450704225352112
Bin_60_4	2643344	37	121448	45.54992678182853	67.6056338028169	7.042253521126761
Bin_60_5	2180211	29	90503	46.75486516061379	59.15492957746479	9.859154929577464
Bin_61	3101015	48	94482	49.71048198753799	53.521126760563384	18.309859154929576
Bin_62_14	4037051	20	359782	42.57686812214278	80.28169014084507	14.084507042253522
Bin_62_16	4393720	39	156919	46.57542707058983	88.73239436619718	11.267605633802816
Bin_62_3	3636754	33	268214	43.634108067193885	67.6056338028169	11.267605633802816
Bin_64	7851	2	4545	27.779444913638372	0.0	0.0
Bin_65_1	3277362	9	717188	47.54592018463189	92.95774647887323	5.633802816901408
Bin_65_10	3706517	12	869226	44.49564051310587	83.09859154929578	12.67605633802817
Bin_65_2	5127587	8	3809856	45.61545822225296	94.36619718309859	1.408450704225352
Bin_65_3	3912820	5	2316656	42.737687842932885	92.95774647887323	12.67605633802817
Bin_65_6	3881098	2	3198309	43.8073356501283	98.59154929577464	8.450704225352112
Bin_65_7	4581860	16	560202	46.43481196069826	88.73239436619718	21.12676056338028
Bin_65_8	3961970	11	324097	47.00644212693971	92.95774647887323	9.859154929577464
Bin_65_9	4794723	8	968130	47.14327454859173	87.32394366197182	5.633802816901408
Bin_66	2428587	39	84016	45.665811034514064	59.15492957746479	19.718309859154928
Bin_67_1	3026136	1	3026136	40.58348351842089	98.59154929577464	7.042253521126761
Bin_68_1	2905265	36	95303	46.231756316330255	57.74647887323944	14.084507042253522
Bin_68_3	5870094	19	463271	43.285422529794886	98.59154929577464	19.718309859154928
Bin_68_4	6030167	88	143760	45.183981804388864	88.73239436619718	2.816901408450704
Bin_69	3318593	56	79965	51.05879313444159	36.61971830985915	9.859154929577464
Bin_7	93313	5	57052	44.864067619423984	0.0	0.0
Bin_70	1222120	15	91347	54.40788551644504	23.943661971830984	8.450704225352112
Bin_71	1588229	25	90314	45.59529225208693	22.535211267605632	8.450704225352112
Bin_72_1	3693844	3	2825852	44.95854872279924	92.95774647887323	11.267605633802816
Bin_73_1	2477043	14	2178141	56.03596968831416	94.36619718309859	0.0
Bin_74_1	914908	5	557281	46.78560205081142	66.19718309859155	5.633802816901408
Bin_74_2	970516	4	322888	44.43142717036575	64.78873239436619	11.267605633802816
Bin_75	1830098	25	77281	33.92009808061762	52.11267605633803	18.309859154929576
Bin_76	14166	4	8814	30.045995476790534	0.0	0.0
Bin_77_1	1781607	2	979227	35.72362197192797	91.54929577464789	5.633802816901408
Bin_77_2	988992	11	177219	33.334593723718875	59.15492957746479	11.267605633802816
Bin_78	1899	1	1899	29.43654555028963	0.0	0.0
Bin_79	360009	1	360009	61.31778619201859	0.0	0.0
Bin_80	3740442	45	154104	39.400474128273366	78.87323943661971	19.718309859154928
Bin_81	106963	2	68164	36.542254856998966	0.0	0.0
Bin_82	416549	5	132930	39.78695992987128	0.0	0.0
Bin_83	1107268	14	102511	48.18645100143441	25.35211267605634	4.225352112676056
Bin_85	874578	14	121293	37.12093650154242	0.0	0.0
Bin_86_1	4835014	25	989872	40.80760302457375	100.0	0.0
Bin_86_2	6318860	75	111788	45.41800804400178	95.77464788732394	7.042253521126761
Bin_87	373762	2	366905	48.97021868456122	0.0	0.0
Bin_88	3997669	20	345356	39.626468388536225	53.521126760563384	21.12676056338028
Bin_89_1	1494577	2	1389994	28.172654388148338	69.01408450704226	7.042253521126761
Bin_89_2	1965227	1	1965227	28.164942070831835	87.32394366197182	12.67605633802817
Bin_8_1	3470049	5	910016	47.579094206916984	97.1830985915493	5.633802816901408
Bin_8_2	3982641	5	1202089	49.511085486640546	92.95774647887323	1.408450704225352
Bin_8_3	2186799	20	197688	52.71444681135136	63.38028169014085	8.450704225352112
Bin_8_4	3234750	5	988543	53.63306963874662	98.59154929577464	1.408450704225352
Bin_8_5	2783261	3	2616362	48.43439425225366	97.1830985915493	1.408450704225352
Bin_8_6	2813598	6	757157	52.17958050656159	92.95774647887323	9.859154929577464
Bin_8_7	3338032	12	513158	46.45194260295767	71.83098591549296	16.901408450704224
Bin_8_8	3435642	7	656662	45.89576073962572	97.1830985915493	1.408450704225352
Bin_9	558361	8	104662	57.00907955573419	0.0	0.0
Bin_90	3225154	12	2079582	41.61817729902028	97.1830985915493	5.633802816901408
Bin_91	23903	2	20261	32.23611848897424	0.0	0.0
Bin_92	49381	4	14639	55.314353817654926	0.0	0.0
Bin_93	388001	7	76014	41.16128860159105	0.0	0.0
Bin_94_1	2347507	2	2093109	52.333461177351104	100.0	2.816901408450704
Bin_94_3	1726010	36	134412	56.08312922725016	46.478873239436616	2.816901408450704
Bin_94_4	3229795	44	226497	57.16205811611095	46.478873239436616	8.450704225352112
Bin_94_5	1727031	11	284658	57.68379968511438	64.78873239436619	4.225352112676056
Bin_94_8	3036795	36	144149	55.44775098928769	49.29577464788732	9.859154929577464
Bin_94_9	2365722	46	86818	53.9033186871269	53.521126760563384	5.633802816901408
Bin_96	40250	1	40250	55.44195844001807	0.0	0.0
Bin_97_1	2163663	2	1841247	33.36656924709933	97.1830985915493	0.0
Bin_98_1	1408812	8	211849	36.00080011396364	74.64788732394366	8.450704225352112
Bin_99_1	4437401	41	182962	43.91734839184076	91.54929577464789	9.859154929577464
