bins	taxon	total_length	num_contigs	N50	GC_content	percent_completion	percent_redundancy
MAXBIN__036	Unknown	2229108	97	34423	63.980451755018194	61.971830985915496	36.61971830985915
MAXBIN__037	Unknown	4390583	19	2439659	35.8272774882694	100.0	4.225352112676056
MAXBIN__038	Unknown	3884094	61	180250	32.000680505094266	83.09859154929578	15.492957746478874
MAXBIN__039	Unknown	656405	34	28476	52.78129414139347	0.0	0.0
MAXBIN__040	Unknown	3003776	14	742797	60.12124292283717	95.77464788732394	1.408450704225352
MAXBIN__041	Unknown	1689985	6	536494	37.45497197515878	90.14084507042253	22.535211267605632
MAXBIN__042	Unknown	4956219	55	611850	38.92004641204611	97.1830985915493	8.450704225352112
MAXBIN__043	Unknown	3910989	76	346209	32.0605667482802	92.95774647887323	5.633802816901408
MAXBIN__044	Unknown	3104020	104	72238	49.132625555182315	0.0	0.0
MAXBIN__045	Unknown	4431104	85	105614	46.23515274789809	74.64788732394366	25.35211267605634
MAXBIN__046	Unknown	3969782	87	79871	28.970255872451983	0.0	0.0
MAXBIN__047	Unknown	5585855	74	3074724	42.37706702824321	100.0	33.80281690140845
MAXBIN__048	Unknown	4659818	44	175247	57.59484667194658	92.95774647887323	94.36619718309859
MAXBIN__049	Unknown	3697396	89	54152	43.22631501030925	54.929577464788736	81.69014084507042
MAXBIN__050	Unknown	8209093	415	33790	41.635357215147486	0.0	0.0
MAXBIN__051	Unknown	1151702	4	854164	53.8016993758604	0.0	0.0
MAXBIN__052	Unknown	4724272	86	93707	55.34944027428135	92.95774647887323	18.309859154929576
MAXBIN__053	Unknown	2822822	93	43148	35.82235377570719	40.84507042253521	22.535211267605632
MAXBIN__054	Unknown	407067	9	86150	45.95701722403297	0.0	0.0
MAXBIN__055	Unknown	950727	2	925706	48.14011513651066	74.64788732394366	18.309859154929576
MAXBIN__056	Unknown	854643	5	499866	45.90920319051872	59.15492957746479	2.816901408450704
MAXBIN__057	Unknown	2859271	108	64815	43.078008232644386	0.0	0.0
MAXBIN__058	Unknown	4079577	31	243270	46.44666582943913	98.59154929577464	64.78873239436619
MAXBIN__059	Unknown	862763	5	608149	42.347632363022434	56.33802816901409	0.0
MAXBIN__060	Unknown	1448031	7	1135840	40.23870313526008	88.73239436619718	11.267605633802816
MAXBIN__061	Unknown	3064336	17	376088	52.86636398053152	92.95774647887323	9.859154929577464
MAXBIN__062	Unknown	1317290	20	129889	63.396375470087854	69.01408450704226	14.084507042253522
MAXBIN__063	Unknown	2278425	43	81050	56.32514471446728	66.19718309859155	7.042253521126761
MAXBIN__064	Unknown	900561	11	720671	41.54596286006599	73.2394366197183	11.267605633802816
MAXBIN__065	Unknown	7302485	175	73520	25.269891288534442	0.0	0.0
MAXBIN__066	Unknown	618998	14	99130	40.062257199422376	0.0	0.0
MAXBIN__067	Unknown	2247067	14	334875	58.30505836819284	77.46478873239437	9.859154929577464
MAXBIN__068	Unknown	2121635	68	54418	40.91644802062343	0.0	0.0
MAXBIN__069	Unknown	4407453	407	22223	65.06287407649978	42.25352112676056	71.83098591549296
MAXBIN__070	Unknown	3209752	5	1992968	56.505790871692874	95.77464788732394	11.267605633802816
MAXBIN__071	Unknown	2248445	16	1336170	26.599197216605354	90.14084507042253	15.492957746478874
MAXBIN__072	Unknown	887244	12	97344	45.59404489774508	0.0	0.0
MAXBIN__073	Unknown	6755712	114	97979	46.055111080027196	91.54929577464789	105.63380281690141
MAXBIN__074	Unknown	6220346	256	53430	51.56034163359591	71.83098591549296	76.05633802816901
MAXBIN__075	Unknown	1402989	29	107466	60.74988583037153	61.971830985915496	4.225352112676056
MAXBIN__076	Unknown	7246240	160	72922	27.97154040205619	0.0	0.0
MAXBIN__077	Unknown	1430244	38	120349	35.61675259448315	0.0	0.0
MAXBIN__078	Unknown	2246959	34	97857	59.17080381895957	64.78873239436619	11.267605633802816
MAXBIN__079	Unknown	1961869	130	59745	57.62077881683078	29.577464788732396	16.901408450704224
MAXBIN__080	Unknown	4905411	84	121131	34.647480622298254	74.64788732394366	29.577464788732396
MAXBIN__081	Unknown	4425939	158	52318	52.128860156012	59.15492957746479	46.478873239436616
MAXBIN__082	Unknown	2789921	3	1547733	51.34055617176361	98.59154929577464	1.408450704225352
MAXBIN__083	Unknown	2182148	7	2129771	34.804870173438765	98.59154929577464	4.225352112676056
MAXBIN__084	Unknown	1730653	28	245102	51.24735130019279	77.46478873239437	46.478873239436616
MAXBIN__085	Unknown	2273465	11	1233250	33.55300438829587	91.54929577464789	7.042253521126761
MAXBIN__086	Unknown	1890735	4	514295	53.12366055009995	69.01408450704226	19.718309859154928
MAXBIN__087	Unknown	4243262	94	95181	33.670116663424125	81.69014084507042	60.563380281690144
MAXBIN__088	Unknown	2411356	32	112444	48.82196341995029	26.760563380281692	5.633802816901408
MAXBIN__089	Unknown	3559920	52	96602	36.30721946390365	94.36619718309859	7.042253521126761
MAXBIN__090	Unknown	8707065	175	71734	46.684909619756006	95.77464788732394	142.25352112676057
MAXBIN__091	Unknown	2046479	34	87250	62.64928885798767	32.394366197183096	15.492957746478874
MAXBIN__092	Unknown	5705296	211	75997	42.12820668661343	67.6056338028169	18.309859154929576
MAXBIN__093	Unknown	310014	6	62700	30.949705662334303	0.0	0.0
MAXBIN__094	Unknown	2667972	78	56352	59.443885588429204	25.35211267605634	11.267605633802816
MAXBIN__095	Unknown	1554848	27	111439	40.1877484037843	25.35211267605634	8.450704225352112
MAXBIN__096	Unknown	4404085	30	1017583	58.84310958070501	94.36619718309859	38.028169014084504
MAXBIN__097	Unknown	3846042	170	51472	36.91400553454552	42.25352112676056	21.12676056338028
MAXBIN__098	Unknown	3021416	15	613746	58.32444238778428	90.14084507042253	15.492957746478874
MAXBIN__099	Unknown	2342926	92	52361	60.90214836448581	76.05633802816901	43.66197183098591
MAXBIN__100	Unknown	13181854	243	76893	30.489332066508773	0.0	0.0
MAXBIN__101	Unknown	5138305	101	91922	60.938773900002964	60.563380281690144	90.14084507042253
MAXBIN__102	Unknown	2291627	3	2228997	50.51465260694415	92.95774647887323	11.267605633802816
MAXBIN__103	Unknown	3934559	39	283047	28.394810047591122	90.14084507042253	85.91549295774648
MAXBIN__104	Unknown	3026666	64	80497	44.03551361218375	76.05633802816901	83.09859154929578
MAXBIN__105	Unknown	4664697	40	298802	54.09545450659383	94.36619718309859	56.33802816901409
MAXBIN__106	Unknown	1632024	28	109641	56.39910676101566	36.61971830985915	8.450704225352112
MAXBIN__107	Unknown	1781388	12	471470	55.339654757476055	42.25352112676056	8.450704225352112
MAXBIN__108	Unknown	2617978	54	81462	26.27375469283329	32.394366197183096	21.12676056338028
MAXBIN__109	Unknown	2439939	41	166266	42.23287057253117	70.4225352112676	9.859154929577464
MAXBIN__110	Unknown	4212005	76	71039	51.33188517030008	83.09859154929578	105.63380281690141
MAXBIN__111	Unknown	4330531	58	110335	46.85766469615265	87.32394366197182	119.71830985915493
MAXBIN__112	Unknown	5585635	129	94880	31.590147562451488	78.87323943661971	100.0
MAXBIN__113	Unknown	2375949	15	1463343	40.75788570312438	91.54929577464789	11.267605633802816
MAXBIN__114	Unknown	2303003	26	334364	42.870079859447166	73.2394366197183	21.12676056338028
MAXBIN__115	Unknown	1203724	8	615807	46.8853767444854	69.01408450704226	47.88732394366197
MAXBIN__116	Unknown	743818	9	183998	48.0132191558897	64.78873239436619	14.084507042253522
MAXBIN__117	Unknown	1985626	32	98691	46.59168790456935	66.19718309859155	30.985915492957748
MAXBIN__118	Unknown	3196886	52	79285	46.465567081888814	40.84507042253521	26.760563380281692
MAXBIN__119	Unknown	2226953	12	590773	61.77386655120093	73.2394366197183	11.267605633802816
MAXBIN__120	Unknown	2710453	19	2369444	48.79174640194567	97.1830985915493	2.816901408450704
MAXBIN__121	Unknown	3801146	13	837582	47.01495440281438	94.36619718309859	16.901408450704224
MAXBIN__122	Unknown	3186518	5	3179178	48.026375511452514	98.59154929577464	2.816901408450704
MAXBIN__123	Unknown	2652040	24	258782	48.41538470139791	87.32394366197182	12.67605633802817
MAXBIN__124	Unknown	5746567	36	241564	38.68328712321713	98.59154929577464	107.04225352112677
MAXBIN__125	Unknown	5569720	42	290097	44.75807115963975	87.32394366197182	25.35211267605634
MAXBIN__126	Unknown	665513	11	102719	40.31583158671951	36.61971830985915	12.67605633802817
