bins	taxon	total_length	num_contigs	N50	GC_content	percent_completion	percent_redundancy
MAXBIN__072	Unknown	108218	2	90354	45.91654140823806	0.0	0.0
MAXBIN__073	Unknown	3418369	144	44706	46.35007645166418	49.29577464788732	7.042253521126761
MAXBIN__074	Unknown	3903361	261	28195	63.54481371072803	57.74647887323944	71.83098591549296
MAXBIN__075	Unknown	1140404	46	37212	42.09622561350398	36.61971830985915	32.394366197183096
MAXBIN__076	Unknown	2490340	35	141731	55.90672257097658	85.91549295774648	15.492957746478874
MAXBIN__077	Unknown	5204504	90	295744	40.13107850884416	98.59154929577464	84.50704225352112
MAXBIN__078	Unknown	899408	16	104967	44.46093351182781	33.80281690140845	5.633802816901408
MAXBIN__079	Unknown	151878	7	27708	47.908984459624904	0.0	0.0
MAXBIN__080	Unknown	2959541	12	578421	59.47852291282567	95.77464788732394	4.225352112676056
MAXBIN__081	Unknown	3022585	151	34591	57.06984182603795	59.15492957746479	52.11267605633803
MAXBIN__082	Unknown	1158150	25	89304	54.212476090978036	63.38028169014085	1.408450704225352
MAXBIN__083	Unknown	5347502	163	42043	48.23888814099983	45.070422535211264	39.436619718309856
MAXBIN__084	Unknown	2943293	103	38994	40.31022532200657	36.61971830985915	21.12676056338028
MAXBIN__085	Unknown	2173795	83	34176	48.45246994258199	28.169014084507044	14.084507042253522
MAXBIN__086	Unknown	2886476	40	129513	51.93881777173137	74.64788732394366	11.267605633802816
MAXBIN__087	Unknown	2093334	55	48001	59.58312374722191	61.971830985915496	15.492957746478874
MAXBIN__088	Unknown	4352793	63	275139	44.5904421401247	95.77464788732394	32.394366197183096
MAXBIN__089	Unknown	4921452	104	73263	26.674910072948794	87.32394366197182	122.53521126760563
MAXBIN__090	Unknown	5899432	200	40092	52.590920773160576	46.478873239436616	60.563380281690144
MAXBIN__091	Unknown	5227824	93	77390	28.599285549821225	90.14084507042253	308.4507042253521
MAXBIN__092	Unknown	5407213	42	951699	57.72550031779714	92.95774647887323	101.40845070422536
MAXBIN__093	Unknown	5213047	252	38618	36.90745038390478	26.760563380281692	18.309859154929576
MAXBIN__094	Unknown	2505596	56	64421	44.6921794887915	56.33802816901409	15.492957746478874
MAXBIN__095	Unknown	1961269	21	1093945	46.622770801556406	87.32394366197182	90.14084507042253
MAXBIN__096	Unknown	2849790	75	49579	45.988605856651674	43.66197183098591	12.67605633802817
MAXBIN__097	Unknown	2089536	59	47949	45.66712722284458	67.6056338028169	52.11267605633803
MAXBIN__098	Unknown	6465600	166	67187	31.589995432134483	81.69014084507042	157.74647887323943
MAXBIN__099	Unknown	3144013	71	129088	35.29782906485194	59.15492957746479	38.028169014084504
MAXBIN__100	Unknown	2647438	9	518616	51.32532215937368	83.09859154929578	14.084507042253522
MAXBIN__101	Unknown	3842606	224	34409	43.07913448511679	0.0	0.0
MAXBIN__102	Unknown	3326342	55	83624	56.07051530542725	61.971830985915496	47.88732394366197
MAXBIN__103	Unknown	4877465	94	74369	27.239893181287222	78.87323943661971	114.08450704225352
MAXBIN__104	Unknown	5111869	95	212976	43.86868718594321	87.32394366197182	39.436619718309856
MAXBIN__105	Unknown	2380951	46	181072	43.74615665507384	67.6056338028169	14.084507042253522
MAXBIN__106	Unknown	3378889	39	376670	54.875707584685365	83.09859154929578	35.2112676056338
MAXBIN__107	Unknown	3087102	94	38731	50.59726937477029	73.2394366197183	52.11267605633803
MAXBIN__108	Unknown	3316438	35	265563	54.483765559121224	87.32394366197182	19.718309859154928
MAXBIN__109	Unknown	1155758	17	117582	49.685589741864824	0.0	0.0
MAXBIN__110	Unknown	3597981	82	61740	46.14481520772521	84.50704225352112	132.3943661971831
MAXBIN__111	Unknown	6953036	61	3574924	49.913253811225324	97.1830985915493	53.521126760563384
MAXBIN__112	Unknown	1697990	54	49677	48.701095817264346	56.33802816901409	12.67605633802817
MAXBIN__113	Unknown	1913676	9	1020328	68.5913412579744	76.05633802816901	2.816901408450704
MAXBIN__114	Unknown	2203808	22	193467	45.87516867681115	49.29577464788732	11.267605633802816
MAXBIN__115	Unknown	2644517	75	50623	42.63505843098117	59.15492957746479	29.577464788732396
MAXBIN__116	Unknown	4404099	46	2520764	41.33925090119769	95.77464788732394	94.36619718309859
MAXBIN__117	Unknown	3035306	3	3027219	40.54901290209651	94.36619718309859	9.859154929577464
MAXBIN__118	Unknown	2483370	48	67888	47.595634661017655	80.28169014084507	16.901408450704224
MAXBIN__119	Unknown	2153227	31	115687	46.52817876003545	74.64788732394366	32.394366197183096
MAXBIN__120	Unknown	3565354	26	364169	47.558976318021095	81.69014084507042	19.718309859154928
