bins	total_length	num_contigs	N50	GC_content	percent_completion	percent_redundancy	t_domain	t_phylum	t_class	t_order	t_family	t_genus	t_species
Bin_1_1	4302039	1	4302039	45.2861507193507	100.0	1.408450704225352	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	UBA3282	UBA3282 sp002490705
Bin_1_2	4792168	1	4792168	36.70234012934032	100.0	1.408450704225352	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	TF01-11	TF01-11 sp002499945
Bin_20	109584	3	43677	51.1509358625025	0.0	0.0							
Bin_21_1	671282	6	151423	48.4325428809267	52.11267605633803	4.225352112676056	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae		
Bin_21_2	1151157	7	421576	45.92316079375117	76.05633802816901	5.633802816901408	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	UBA2866	UBA2866 sp002315165
Bin_23_1	2924734	9	827706	41.985548648046006	92.95774647887323	8.450704225352112	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema	Treponema porcinum
Bin_24	1646986	29	72791	26.051030907840563	36.61971830985915	21.12676056338028	Bacteria	Firmicutes	Clostridia	TANB77	CAG-508		
Bin_25	3225	1	3225	58.325581395348834	0.0	0.0							
Bin_26	74434	1	74434	41.857536284520314	0.0	0.0							
Bin_27_13	2454849	6	2043046	52.360566681846365	100.0	5.633802816901408	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae		
Bin_28	680457	14	78643	57.13319063687919	0.0	0.0							
Bin_29	112063	2	58926	47.575503138155135	0.0	0.0							
Bin_2_1	3813374	7	2525598	42.74422084245084	95.77464788732394	12.67605633802817	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	CAG-95	
Bin_30	2589463	3	2018022	35.64797847933392	98.59154929577464	5.633802816901408	Bacteria	Firmicutes	Bacilli	Acholeplasmatales	CAG-307	UBA7004	UBA7004 sp002449755
Bin_31	9599	2	5360	49.15472839271442	0.0	0.0							
Bin_32_2	3374482	3	1487654	49.83389341216039	80.28169014084507	9.859154929577464	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	
Bin_33	1453871	23	100194	49.76479668476432	29.577464788732396	14.084507042253522	Bacteria						
Bin_34	2948940	2	2912872	50.02006747498358	81.69014084507042	2.816901408450704	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	
Bin_35	2466880	34	95080	54.72400089811733	81.69014084507042	21.12676056338028	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae		
Bin_36	328481	11	51142	46.07924612082914	42.25352112676056	4.225352112676056	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalibaculum	Faecalibaculum rodentium
Bin_37	357656	3	291627	40.56908222019288	0.0	0.0							
Bin_38_1	1946886	1	1946886	28.110184650018343	83.09859154929578	19.718309859154928	Bacteria	Firmicutes	Bacilli	RF39	CAG-1000	CAG-582	CAG-582 sp000435515
Bin_38_2	1999065	1	1999065	27.368252551674065	90.14084507042253	5.633802816901408	Bacteria	Firmicutes	Clostridia	TANB77	CAG-508	UBA7001	UBA7001 sp002449785
Bin_39	118402	2	84894	36.88481802188351	0.0	0.0							
Bin_3_1	3448888	6	3133930	46.6742654017122	52.11267605633803	0.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	
Bin_3_10	3952243	5	3518718	47.337471757101675	61.971830985915496	9.859154929577464	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	
Bin_3_13	2521621	26	160636	45.22802513866436	71.83098591549296	19.718309859154928	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	
Bin_3_14	2641154	34	199626	49.15950072003246	84.50704225352112	8.450704225352112	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae		
Bin_3_16	1747352	20	126648	55.0046163327568	57.74647887323944	1.408450704225352	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	CAG-873 sp002490635
Bin_3_18	1656023	1	1656023	50.08225053391819	60.563380281690144	5.633802816901408	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	Duncaniella muris
Bin_3_19	2756780	9	523693	53.608537659056985	90.14084507042253	12.67605633802817	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae		
Bin_3_2	4156659	1	4156659	49.35638489437781	100.0	1.408450704225352	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales			
Bin_3_20	1775092	29	103076	49.8885742610261	0.0	0.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	UBA7173	UBA7173 sp001689485
Bin_3_21	2580081	7	531399	48.96264810174643	84.50704225352112	16.901408450704224	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	
Bin_3_22	2372779	21	170315	52.09586743068262	77.46478873239437	9.859154929577464	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	Duncaniella sp001689575
Bin_3_23	868339	31	68349	46.870859869287436	22.535211267605632	0.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	Duncaniella sp001689575
Bin_3_24	2811584	15	654949	50.46488563128022	98.59154929577464	12.67605633802817	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Paramuribaculum	Paramuribaculum sp001689535
Bin_3_25	3950248	17	571033	50.81720938550161	92.95774647887323	9.859154929577464	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	CAG-485 sp001701075
Bin_3_26	2710559	16	197662	48.94846952580399	83.09859154929578	15.492957746478874	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	M3	M3 sp001689445
Bin_3_27	3063943	4	1930908	50.6006763538846	80.28169014084507	16.901408450704224	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	CAG-485 sp002491945
Bin_3_28	3432752	35	164037	49.83738066740616	94.36619718309859	19.718309859154928	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	Duncaniella sp001689575
Bin_3_29	2725428	13	477052	56.36895713474228	95.77464788732394	12.67605633802817	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Paramuribaculum	Paramuribaculum intestinale
Bin_3_3	3189699	6	489718	50.89708833996971	98.59154929577464	4.225352112676056	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	CAG-485 sp001701295
Bin_3_30	3480083	15	534055	53.774558077036914	97.1830985915493	45.070422535211264	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	UBA7173	UBA7173 sp001689485
Bin_3_31_1	3167939	10	1943014	50.077903591895954	95.77464788732394	7.042253521126761	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae		
Bin_3_32	2109765	1	2109765	54.18700110238892	83.09859154929578	4.225352112676056	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	CAG-873 sp001689665
Bin_3_34	3081139	8	1841588	52.84110604325038	87.32394366197182	19.718309859154928	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae		
Bin_3_36	3668548	14	2413064	50.81259351105075	92.95774647887323	11.267605633802816	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	CAG-873 sp002633115
Bin_3_37	2263373	3	2240591	52.06334133492775	73.2394366197183	11.267605633802816	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	CAG-485 sp002361155
Bin_3_4	3395276	12	2327014	56.24207546574355	98.59154929577464	2.816901408450704	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	Duncaniella sp001689495
Bin_3_5	3643138	12	465452	51.15203438852293	100.0	5.633802816901408	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	CAG-485 sp001701295
Bin_3_6	4388227	59	272980	50.464574430599264	97.1830985915493	50.70422535211268	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	Duncaniella muris
Bin_3_7	2855864	18	221336	51.02557330591745	28.169014084507044	7.042253521126761	Bacteria						
Bin_3_8	1496180	7	265160	53.062695461223186	57.74647887323944	5.633802816901408	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	CAG-873 sp001689415
Bin_3_9	3044268	13	1755317	49.247815053116014	91.54929577464789	9.859154929577464	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	CAG-873 sp001689415
Bin_40	579683	13	74195	44.097087087471	0.0	0.0							
Bin_41	156683	5	35845	40.70607410559959	0.0	0.0							
Bin_42_1	4195357	1	4195357	35.96949579262069	100.0	2.816901408450704	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	TF01-11	TF01-11 sp002361175
Bin_43	6062	1	6062	33.94919168591224	0.0	0.0							
Bin_44	2183238	167	20877	41.88109293201016	0.0	0.0							
Bin_45_3	3026630	7	620194	52.02907621404572	98.59154929577464	1.408450704225352	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	Duncaniella muris
Bin_45_4	3608618	8	1225599	46.570920957503716	98.59154929577464	1.408450704225352	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	
Bin_46_1	3295296	35	168823	43.56566561116508	84.50704225352112	8.450704225352112	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	CAG-353	CAG-353 sp900066885
Bin_47	32148	6	5705	31.57557103635153	0.0	0.0							
Bin_48	1971668	26	106139	53.15289608957765	43.66197183098591	2.816901408450704	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae		
Bin_49_1	3232374	10	603957	49.38749100634393	97.1830985915493	16.901408450704224	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	CAG-485 sp002362485
Bin_4_1	2715117	28	218148	52.45485084295966	56.33802816901409	14.084507042253522	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	
Bin_5	1841696	26	94474	54.14361427074596	59.15492957746479	11.267605633802816	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	UBA3263	UBA3263 sp002490725
Bin_50_1	1404666	45	97542	30.01962834338943	87.32394366197182	0.0							
Bin_51	2360614	18	635586	33.2319912265046	97.1830985915493	5.633802816901408	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	
Bin_52	2759553	19	375198	38.53464616001348	97.1830985915493	4.225352112676056	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Dubosiella	Dubosiella newyorkensis
Bin_53_1	2393676	16	264072	50.56433098781184	63.38028169014085	7.042253521126761	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	UBA7173	UBA7173 sp001689485
Bin_53_2	3629763	17	393735	54.72443265386817	97.1830985915493	8.450704225352112	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	
Bin_53_3	2435992	7	581238	44.67843816303393	91.54929577464789	9.859154929577464	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae		
Bin_53_4	4246515	3	2303315	50.49583382152435	98.59154929577464	8.450704225352112	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	
Bin_53_5	2855231	7	505140	54.211780283565545	100.0	4.225352112676056	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	CAG-873 sp002633115
Bin_54	2976199	9	420802	47.168852582854484	56.33802816901409	1.408450704225352	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Allobaculum	Allobaculum stercoricanis
Bin_55	76364	1	76364	45.731010525156556	0.0	0.0							
Bin_56	1683411	3	695054	59.35573840486573	76.05633802816901	1.408450704225352	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae		
Bin_57	2117381	254	25436	58.697463126633686	29.577464788732396	12.67605633802817	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae		
Bin_58	4238298	169	57535	44.97478876109156	76.05633802816901	53.521126760563384	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae		
Bin_59	36852	1	36852	69.51861500054271	0.0	0.0							
Bin_6	2355733	35	84501	43.71950606948338	50.70422535211268	16.901408450704224	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae		
Bin_60	32568	2	22330	48.20132787704579	0.0	0.0							
Bin_61	2793631	30	271272	38.75031363889452	98.59154929577464	5.633802816901408	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus reuteri
Bin_62_1	5774704	22	403899	42.701724767606244	94.36619718309859	11.267605633802816	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae		
Bin_62_2	3346633	41	119522	42.44089240941043	85.91549295774648	19.718309859154928	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae		
Bin_62_3	3160626	3	1960264	41.917497937290385	100.0	2.816901408450704	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium	Eubacterium sp000433735
Bin_62_4	4281603	39	221321	43.28932317783372	91.54929577464789	2.816901408450704	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	Dorea sp000403475
Bin_62_5	3376519	42	129389	43.644941196785894	84.50704225352112	12.67605633802817	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	Dorea sp000403455
Bin_63_1	2000314	26	177370	53.08310478203989	78.87323943661971	19.718309859154928	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	UBA3263	UBA3263 sp002490725
Bin_63_2	3414466	3	3372190	48.69730255003179	98.59154929577464	1.408450704225352	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae		
Bin_63_3	2639920	3	1707945	49.131147645611264	91.54929577464789	8.450704225352112	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	K10	K10 sp001689515
Bin_64	56718	5	12086	24.488652710403688	0.0	0.0							
Bin_65	417118	8	62926	64.0905472803272	0.0	0.0							
Bin_66_1	3216907	22	193308	48.707639234410465	84.50704225352112	11.267605633802816	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	UBA4372	UBA4372 sp002297545
Bin_66_13	7281563	35	467908	54.50422495342166	100.0	171.83098591549296	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae		
Bin_66_4	2719509	16	359312	48.53496245368725	85.91549295774648	11.267605633802816	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae		
Bin_66_5	2779767	4	1068225	51.60461783972373	97.1830985915493	16.901408450704224	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	CAG-873 sp002491245
Bin_66_6	3089330	13	695716	49.97893450504874	98.59154929577464	18.309859154929576	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	
Bin_66_7	2794381	1	2794381	54.90970984459642	97.1830985915493	1.408450704225352	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotellamassilia	Prevotellamassilia sp002933955
Bin_67	256168	9	32309	43.86087239595309	0.0	0.0							
Bin_68_1	1524080	1	1524080	44.25616065614104	61.971830985915496	1.408450704225352	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	UBA3282	UBA3282 sp002492525
Bin_68_2	4378704	96	71469	48.18513588979552	80.28169014084507	11.267605633802816	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae		
Bin_68_3	3171154	30	169990	48.487053791704646	81.69014084507042	16.901408450704224	Bacteria						
Bin_69	3911341	22	402046	49.374914115683566	98.59154929577464	33.80281690140845	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	UBA3282	UBA3282 sp002491905
Bin_7	134054	2	133025	39.899210430927006	0.0	0.0							
Bin_70_1	2826685	9	699435	41.309718044351094	97.1830985915493	15.492957746478874	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Ileibacterium	Ileibacterium valens
Bin_71_1	2026636	8	420305	34.364170735718965	81.69014084507042	0.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	
Bin_71_2	2566910	23	222069	39.948664209481706	94.36619718309859	16.901408450704224	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus vaginalis
Bin_72	8642	1	8642	57.11640823883361	0.0	0.0							
Bin_73	210337	7	46511	43.01927293794474	0.0	0.0							
Bin_74	1857071	50	57322	47.294528152856614	57.74647887323944	14.084507042253522	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	UBA3282	
Bin_75	1359663	25	70809	45.20106954915793	0.0	0.0							
Bin_76	74880	2	60663	46.91242150351864	0.0	0.0							
Bin_77	2934192	43	89442	54.974848232938825	36.61971830985915	23.943661971830984	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	UBA7173	UBA7173 sp002491305
Bin_78	2050842	64	50942	46.12818345521305	42.25352112676056	1.408450704225352	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema	Treponema sp002391235
Bin_79	2466331	19	164386	53.41547512195748	49.29577464788732	8.450704225352112	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	Duncaniella sp001689425
Bin_8	473370	5	268823	32.56913598685396	0.0	0.0							
Bin_80	2514908	38	93614	52.078441360133866	76.05633802816901	8.450704225352112	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Allobaculum	Allobaculum stercoricanis
Bin_81	3557687	23	280156	47.287646448740745	94.36619718309859	9.859154929577464	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp002298815
Bin_82	3118039	39	114501	38.20530801117488	88.73239436619718	22.535211267605632	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	CAG-590	CAG-590 sp000431135
Bin_83_1	1802579	5	371924	30.881406479146285	87.32394366197182	15.492957746478874	Bacteria	Firmicutes	Clostridia	TANB77	CAG-508	UBA7001	UBA7001 sp002449785
Bin_83_2	1958144	25	114179	27.899912340407163	87.32394366197182	18.309859154929576	Bacteria	Firmicutes	Clostridia	TANB77	CAG-508	CAG-269	CAG-269 sp001916035
Bin_83_3	742052	4	413074	31.61337144416817	64.78873239436619	9.859154929577464							
Bin_84_2	3803283	30	201794	47.060816889721444	85.91549295774648	5.633802816901408	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae		
Bin_84_4	4915090	36	181522	40.84585483857072	94.36619718309859	15.492957746478874	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	CAG-95	CAG-95 sp002490775
Bin_85	2939004	22	301733	46.759575706817664	84.50704225352112	0.0	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Ileibacterium	Ileibacterium valens
Bin_86	2410280	10	372343	54.82965818644109	81.69014084507042	11.267605633802816	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	CAG-485 sp002362485
Bin_87	10822	2	6755	65.91229037966396	0.0	0.0							
Bin_88	2443279	35	106996	40.36036556872818	76.05633802816901	11.267605633802816	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	
Bin_89	3184	1	3184	65.73492462311557	0.0	0.0							
Bin_9	192759	4	45729	46.57660728039242	0.0	0.0							
Bin_90	404448	129	4188	45.086253667552675	0.0	0.0							
Bin_91	7359	1	7359	46.20192961000136	0.0	0.0							
Bin_92	1161385	18	100334	40.638756302250016	47.88732394366197	15.492957746478874	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Mailhella	
Bin_93	4839892	90	86599	45.82236128951091	71.83098591549296	26.760563380281692	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae		
Bin_94	349004	12	50561	48.2995226249189	0.0	0.0							
Bin_95	222272	6	38893	51.79078067111864	0.0	0.0							
Bin_96	37658	3	13635	39.95894968027313	0.0	0.0							
Bin_97	3776	1	3776	39.45974576271186	0.0	0.0							
Bin_98	2608821	39	81446	33.81753977661291	61.971830985915496	9.859154929577464	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae		
Bin_99_1	1859896	3	574993	49.68595280790321	76.05633802816901	2.816901408450704	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	Duncaniella muris
