bins	taxon	total_length	num_contigs	N50	GC_content	percent_completion	percent_redundancy
MAXBIN__054	Unknown	1925880	29	161997	35.95438250760131	56.33802816901409	2.816901408450704
MAXBIN__055	Unknown	3586619	39	158081	36.17376660468703	91.54929577464789	9.859154929577464
MAXBIN__056	Unknown	1983970	11	587014	51.08466284365196	81.69014084507042	7.042253521126761
MAXBIN__057	Unknown	3971878	109	2401240	34.96485493530234	92.95774647887323	7.042253521126761
MAXBIN__058	Unknown	1936333	35	80975	41.25432880361219	45.070422535211264	5.633802816901408
MAXBIN__059	Unknown	4329708	38	289821	41.708895019751594	98.59154929577464	63.38028169014085
MAXBIN__060	Unknown	1843971	6	1787480	35.567791583610905	91.54929577464789	1.408450704225352
MAXBIN__061	Unknown	1411120	27	57933	59.25044784896247	36.61971830985915	4.225352112676056
MAXBIN__062	Unknown	1568582	22	103605	61.426310074198156	69.01408450704226	12.67605633802817
MAXBIN__063	Unknown	1723993	20	186617	54.94603538090988	78.87323943661971	4.225352112676056
MAXBIN__064	Unknown	997752	29	52001	47.49198618808803	47.88732394366197	14.084507042253522
MAXBIN__065	Unknown	3980619	67	163850	28.338703826574463	87.32394366197182	60.563380281690144
MAXBIN__066	Unknown	2687610	38	124671	26.48367533037436	87.32394366197182	105.63380281690141
MAXBIN__067	Unknown	1252961	25	77105	39.17507422291527	0.0	0.0
