bins	taxon	total_length	num_contigs	N50	GC_content	percent_completion	percent_redundancy
MAXBIN__046	Unknown	3974607	227	31320	40.09056891232599	33.80281690140845	9.859154929577464
MAXBIN__047	Unknown	4287802	75	367694	34.8125965350801	98.59154929577464	11.267605633802816
MAXBIN__048	Unknown	141265	6	35979	49.07987579751719	0.0	0.0
MAXBIN__049	Unknown	1550800	12	468624	44.44640315048418	73.2394366197183	9.859154929577464
MAXBIN__050	Unknown	2120369	51	73436	28.387434996698936	70.4225352112676	83.09859154929578
MAXBIN__051	Unknown	2095821	68	50096	46.79814828770463	46.478873239436616	26.760563380281692
MAXBIN__052	Unknown	2957167	47	87031	61.92684272907477	80.28169014084507	40.84507042253521
MAXBIN__053	Unknown	3399930	113	52175	51.54317082945204	60.563380281690144	21.12676056338028
MAXBIN__054	Unknown	4668096	44	330981	41.50315532122289	97.1830985915493	87.32394366197182
MAXBIN__055	Unknown	1380013	12	214124	49.71397930030829	64.78873239436619	25.35211267605634
MAXBIN__056	Unknown	1518352	12	421576	45.99337576061897	78.87323943661971	14.084507042253522
MAXBIN__057	Unknown	2661630	8	523693	53.95738564534053	90.14084507042253	15.492957746478874
MAXBIN__058	Unknown	1039678	27	58841	48.54645831216764	0.0	0.0
MAXBIN__059	Unknown	3830228	61	117513	42.32472727727673	80.28169014084507	32.394366197183096
MAXBIN__060	Unknown	2587062	39	93614	52.457696097550354	77.46478873239437	52.11267605633803
MAXBIN__061	Unknown	2899962	12	2362402	27.881379902612448	90.14084507042253	18.309859154929576
MAXBIN__062	Unknown	7471231	61	4195357	35.23988735631841	100.0	92.95774647887323
MAXBIN__063	Unknown	231874	13	74515	43.76172198431073	0.0	0.0
MAXBIN__064	Unknown	7921864	129	114809	38.813086030971654	90.14084507042253	70.4225352112676
MAXBIN__065	Unknown	2415647	3	2413064	52.49831678570984	83.09859154929578	4.225352112676056
MAXBIN__066	Unknown	650866	24	52942	62.46342622171025	0.0	0.0
MAXBIN__067	Unknown	3916105	43	346802	29.27982951277001	83.09859154929578	21.12676056338028
MAXBIN__068	Unknown	2781331	5	1068225	51.61800963379816	97.1830985915493	16.901408450704224
MAXBIN__069	Unknown	2569672	20	372343	55.32315125596532	46.478873239436616	12.67605633802817
MAXBIN__070	Unknown	2431922	36	76364	48.67353108354926	69.01408450704226	15.492957746478874
MAXBIN__071	Unknown	467046	9	100194	47.54219896697868	0.0	0.0
MAXBIN__072	Unknown	2971200	10	420802	47.140769095413795	56.33802816901409	1.408450704225352
MAXBIN__073	Unknown	3867509	47	213449	58.69226287933954	91.54929577464789	36.61971830985915
MAXBIN__074	Unknown	2850861	21	375198	38.585413039320784	97.1830985915493	4.225352112676056
MAXBIN__075	Unknown	1455866	11	174007	49.23976679489851	28.169014084507044	4.225352112676056
MAXBIN__076	Unknown	2016193	4	1200845	46.88164518176838	0.0	0.0
MAXBIN__077	Unknown	6628499	61	405470	40.04592606474461	100.0	102.8169014084507
MAXBIN__078	Unknown	3113527	37	210654	44.71607719747567	84.50704225352112	22.535211267605632
MAXBIN__079	Unknown	1633097	17	234101	54.031160467206305	71.83098591549296	15.492957746478874
MAXBIN__080	Unknown	2638425	4	2443065	45.732860013156	98.59154929577464	1.408450704225352
