bins	taxon	total_length	num_contigs	N50	GC_content	percent_completion	percent_redundancy
MAXBIN__053	Unknown	2085357	23	238699	60.43328570489908	71.83098591549296	4.225352112676056
MAXBIN__054	Unknown	2398024	58	56361	28.856938700378848	38.028169014084504	32.394366197183096
MAXBIN__055	Unknown	3109809	34	434219	58.00240866543279	70.4225352112676	19.718309859154928
MAXBIN__056	Unknown	2783023	94	65374	55.84036583047289	35.2112676056338	19.718309859154928
MAXBIN__057	Unknown	1732926	59	84761	45.56824573517467	0.0	0.0
MAXBIN__058	Unknown	352344	21	37431	53.15563205789871	0.0	0.0
MAXBIN__059	Unknown	4362841	256	24674	50.48298981168998	0.0	0.0
MAXBIN__060	Unknown	4174266	37	255928	59.03335118196383	84.50704225352112	46.478873239436616
MAXBIN__061	Unknown	1677989	27	89691	50.938745482435536	0.0	0.0
MAXBIN__062	Unknown	3821542	295	20952	64.79552407984393	53.521126760563384	76.05633802816901
MAXBIN__063	Unknown	4599595	99	70389	41.80332639315365	90.14084507042253	46.478873239436616
MAXBIN__064	Unknown	2892546	248	18264	65.11978181890525	39.436619718309856	38.028169014084504
MAXBIN__065	Unknown	1746756	67	42769	49.51727197880819	25.35211267605634	9.859154929577464
MAXBIN__066	Unknown	2161988	65	45084	60.29852538344287	64.78873239436619	15.492957746478874
MAXBIN__067	Unknown	2751757	39	696621	28.595559679039496	85.91549295774648	43.66197183098591
MAXBIN__068	Unknown	2068997	78	41519	60.226862938377025	49.29577464788732	15.492957746478874
MAXBIN__069	Unknown	5574770	252	34660	35.192034584561014	50.70422535211268	49.29577464788732
MAXBIN__070	Unknown	9959477	210	91368	39.09062147780775	98.59154929577464	112.67605633802818
MAXBIN__071	Unknown	2483989	111	48634	61.13689386099475	40.84507042253521	33.80281690140845
MAXBIN__072	Unknown	2070013	31	101408	25.565401168196527	78.87323943661971	40.84507042253521
MAXBIN__073	Unknown	3859352	98	63161	50.19258330492011	88.73239436619718	39.436619718309856
MAXBIN__074	Unknown	6597189	175	59082	55.52869952381643	92.95774647887323	153.5211267605634
MAXBIN__075	Unknown	7575344	248	58992	33.349673198947904	74.64788732394366	63.38028169014085
MAXBIN__076	Unknown	3258678	147	30217	52.1634567590639	32.394366197183096	25.35211267605634
MAXBIN__077	Unknown	4302987	73	89362	45.72693503621291	85.91549295774648	53.521126760563384
MAXBIN__078	Unknown	5212903	106	77209	47.93798870839529	63.38028169014085	15.492957746478874
MAXBIN__079	Unknown	1970247	47	58069	45.206079228452026	66.19718309859155	21.12676056338028
MAXBIN__080	Unknown	11784901	450	37591	25.06089408204213	0.0	0.0
MAXBIN__081	Unknown	1452988	69	29266	29.62649285155735	42.25352112676056	11.267605633802816
MAXBIN__082	Unknown	3235440	77	303947	40.18931974832703	94.36619718309859	91.54929577464789
MAXBIN__083	Unknown	13194353	462	44621	30.376073781283992	0.0	0.0
MAXBIN__084	Unknown	2426230	64	90746	25.110924798260616	88.73239436619718	30.985915492957748
MAXBIN__085	Unknown	2073269	45	1207320	46.12704739050075	78.87323943661971	45.070422535211264
MAXBIN__086	Unknown	2184798	41	82411	52.068464315923634	63.38028169014085	7.042253521126761
